33	1	6	2	1	1	10	144
40	2	4	1	1	1	6	830
21	2	6	1	1	1	3	992
39	1	4	1	1	1	6	673
55	2	4	1	1	1	10	470
38	1	1	1	13	1	3	913
44	2	4	2	1	1	4	962
43	1	1	1	1	1	11	484
39	2	1	1	12	1	6	500
22	2	6	2	1	1	7	524
42	1	6	1	1	1	8	22
50	2	1	1	1	1	8	500
55	1	1	1	1	1	6	913
25	1	6	1	1	1	8	451
39	2	1	1	42	1	8	313
39	1	1	1	42	1	10	2
